model,report,D_mm,T_mm,d_mm,t_mm,d_D,D_T,load_type,load_on,load_category,location,microstrain_1,microstrain_2,microstrain_3,stress_trans,stress_long,stress_shear,sigma1_psi,sigma2_psi,sigma1_MPa,sigma2_MPa,SI_MPa
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0120N-E,36,-12,60,1015,1388,-969,2188,215,15.086,1.482,13.604
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0120N-F,-31,29,40,1549,-476,-158,1561,-489,10.763,-3.372,14.135
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0120N-G,-52,3,10,360,-1460,-95,365,-1465,2.517,-10.101,12.618
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0120N-H,-61,-2,0,15,-1820,-19,15,-1821,0.103,-12.556,12.659
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0120N-J,-51,-6,0,-69,-1560,-89,-64,-1566,-0.441,-10.798,10.357
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-A,233,-89,-62,-3588,5923,-361,5937,-3602,40.936,-24.836,65.772
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-B,90,-97,-41,-3138,1767,-753,1880,-3252,12.963,-22.423,35.386
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,U50C-C*,7,-89,0,-1971,-378,-1190,258,-2607,1.779,-17.975,19.754
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-D,-52,-81,-18,-2104,-2199,-842,-1309,-2995,-9.026,-20.651,11.625
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-E*,0,-69,-10,-1734,-520,-798,-125,-2129,-0.862,-14.679,13.817
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-F,-102,-38,14,-420,-3191,-703,-252,-3359,-1.738,-23.16,21.422
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-G,-78,-6,6,76,-2330,-158,86,-2340,0.593,-16.134,16.727
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,U50C-H,-55,-1,-14,-274,-1736,177,-253,-1757,-1.744,-12.115,10.371
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-J,-24,-4,-42,-997,-1012,507,-498,-1511,-3.434,-10.418,6.984
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-K,-7,-38,-44,-1789,-736,89,-729,-1796,-5.026,-12.383,7.357
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150C-L,-24,-16,-44,-1290,-1100,367,-816,-1574,-5.626,-10.853,5.227
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,-,1,9,9,-314,-299,-13240,-9946,-196,-68.578,-1.351,67.227
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-B,-86,-246,-171,-9065,-5286,-994,-5040,-9311,-34.751,-64.199,29.448
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-C,-28,-189,-126,-6904,-2898,-836,-2731,-7072,-18.83,-48.761,29.931
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-E,31,-116,-64,-3992,-271,-703,-143,-4120,-0.986,-28.407,27.421
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-G,-4,8,-1,161,-80,120,211,-130,1.455,-0.896,2.351
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150OH,-16,19,-2,383,-370,272,471,-458,3.248,-3.158,6.406
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-J,-15,25,3,633,-266,285,716,-349,4.937,-2.406,7.343
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-K,-7,27,8,770,17,247,844,-57,5.819,-0.393,6.212
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150C-L,0,28,11,856,257,228,933,180,6.433,1.241,5.192
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,ON-A,343,40,-199,-3876,9130,3185,9868,-4614,68.04,-31.814,99.854
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150N-B,80,-33,-182,-4829,946,1988,1564,-5447,10.784,-37.557,48.341
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150N-C,-82,-83,-138,-4756,-3893,734,-3473,-5176,-23.946,-35.689,11.743
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,U50N-0,-140,-75,-87,-3418,-5217,165,-3403,-5232,-23.464,-36.075,12.611
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150N-F,-85,-5,0,-11,-2541,-63,-10,-2543,-0.069,-17.534,17.465
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150N-G,-55,4,2,196,-1595,19,197,-1595,1.358,-10.998,12.356
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150N-H,-57,-2,2,63,-1692,-51,64,-1693,0.441,-11.673,12.114
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I150N-J,-59,0,2,118,-1747,-32,118,-1747,0.814,-12.046,12.86
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150N-B,-84,-243,-180,-9213,-5287,-842,-5114,-9386,-35.261,-64.716,29.455
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150N-C,27,-150,-68,-4823,-649,-1083,-385,-5087,-2.655,-35.075,32.42
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,CU50N-E,26,-26,26,-39,758,-690,1157,-437,7.978,-3.013,10.991
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0150N-F,-35,6,36,947,-757,-399,1036,-845,7.143,-5.826,12.969
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,U80C-A,202,-86,-72,-3700,4949,-196,4953,-370,34.151,-2.551,36.702
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180C-8,75,-76,-65,-3163,1303,-146,1308,-3168,9.019,-21.843,30.862
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180C-C,-15,-65,-57,-2657,-1239,-101,-1232,-2665,-8.495,-18.375,9.88
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,1180C-D,-66,-51,-44,-2016,-2586,-89,-2003,-2600,-13.811,-17.927,4.116
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,-,1,0,3,11,8,531,-2934,51,-20.23,0.352,20.582
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180C-H,-52,28,32,1384,-1153,-57,1385,-1154,9.55,-7.957,17.507
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180C-K,-28,34,36,1555,-360,-25,1555,-361,10.722,-2.489,13.211
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0180C-D,4,-119,-109,-5018,-1377,-139,-1372,-5023,-9.46,-34.634,25.174
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0180C-H,-48,-37,-42,-1680,-1958,76,-1661,-1978,-11.453,-13.638,2.185
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0180C-L,-20,-23,-23,-1001,-913,0,-913,-1001,-6.295,-6.902,0.607
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,1180N-A,229,-114,-111,-5202,5311,-51,5311,-5202,36.619,-35.868,72.487
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,U80N-8,18,-122,-132,-5597,-1137,127,-1134,-5600,-7.819,-38.612,30.793
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,-,1,1,9,-70,-74,-3024,-4471,51,-30.828,0.352,31.18
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180N-F*,0,18,-2,355,107,266,524,-63,3.613,-0.434,4.047
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180N-G,-45,-2,-4,-87,-1366,19,-86,-1366,-0.593,-9.419,8.826
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180N-H*,0,-10,-6,-345,-103,-44,-96,-353,-0.662,-2.434,1.772
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I180N-J,-57,-10,-4,-251,-1786,-76,-247,-1790,-1.703,-12.342,10.639
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0180N-F,-29,17,16,752,-630,19,752,-630,5.185,-4.344,9.529
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0180N-G*,0,7,6,282,85,19,284,83,1.958,0.572,1.386
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-A,9,-227,181,-1022,-50,-5439,4924,-5997,33.951,-41.349,75.3
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-B,10,-253,198,-1222,-67,-6002,5385,-6675,37.13,-46.024,83.154
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-C,3,-246,205,-902,-171,-6015,5490,-6562,37.854,-45.245,83.099
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-0,2,-238,185,-1161,-291,-5629,4919,-6372,33.917,-43.935,77.852
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-F*,-8,-138,137,-22,-249,-3666,3532,-3803,24.353,-26.222,50.575
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-H,0,-6,1,-93,-42,-95,30,-166,0.207,-1.145,1.352
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-J,2,24,-22,40,69,608,662,-554,4.564,-3.82,8.384
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-K,2,13,-11,39,83,329,391,-269,2.696,-1.855,4.551
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-L,4,0,3,58,132,-38,148,42,1.02,0.29,0.73
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270C-M,-1,5,7,263,36,-19,264,34,1.82,0.234,1.586
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-A,-15,-72,23,-1060,-760,-1260,359,-2178,2.475,-15.017,17.492
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-B*,0,0,0,10,3,-6,14,-1,0.097,-0.007,0.104
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-C*,-1,-19,-19,-834,-293,-13,-293,-834,-2.02,-5.75,3.73
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,3270C-D,18,7,-21,-333,442,367,588,-480,4.054,-3.31,7.364
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-E,18,28,-30,-82,503,772,1036,-616,7.143,-4.247,11.39
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-F,17,68,-62,118,534,1741,2079,-1428,14.335,-9.846,24.181
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-H,10,74,-61,272,367,1792,2111,-1473,14.555,-10.156,24.711
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-J,7,32,-23,191,271,728,960,-498,6.619,-3.434,10.053
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270C-L,5,2,5,161,205,-38,227,139,1.565,0.958,0.607
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270N-C,-7,4,-16,-254,-276,272,8,-537,0.055,-3.703,3.758
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270N-E,-17,27,-30,-54,-530,753,498,-1082,3.434,-7.46,10.894
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270N-F,-9,13,1,312,-163,158,360,-211,2.482,-1.455,3.937
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270N-G,-4,1,10,245,-55,-108,280,-89,1.931,-0.614,2.545
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I270N-J,-1,4,1,106,3,38,118,-9,0.814,-0.062,0.876
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-A,-35,21,-71,-1048,-1369,1228,30,-2447,0.207,-16.872,17.079
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-B,-8,45,-91,-1005,-530,1804,1053,-2587,7.26,-17.837,25.097
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-C,3,47,-67,-442,-47,1507,1275,-1764,8.791,-12.163,20.954
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-0,4,30,-40,-214,64,937,873,-1022,6.019,-7.047,13.066
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270W-E,1,12,-13,-33,33,336,337,-337,2.324,-2.324,4.648
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-F,-6,-12,17,111,-138,-380,386,-413,2.661,-2.848,5.509
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-G,-1,-10,14,106,3,-317,375,-266,2.586,-1.834,4.42
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-H,0,-5,10,114,49,-209,293,-130,2.02,-0.896,2.916
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0270N-J,1,-2,10,187,85,-165,308,-37,2.124,-0.255,2.379
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-A,-184,-15,96,1978,-4938,-1469,2277,-5237,15.7,-36.109,51.809
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-B,-110,-39,113,1750,-2768,-2026,2525,-3544,17.41,-24.436,41.846
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-C,-25,-37,131,2085,-130,-2235,3472,-1517,23.939,-10.46,34.399
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-0,39,-31,145,2464,1908,-2343,4545,-173,31.338,-1.193,32.531
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-E,81,-22,151,2742,3246,-2298,5306,682,36.585,4.702,31.883
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-F,108,-18,125,2241,3923,-1912,5171,993,35.654,6.847,28.807
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-G,68,-29,86,1178,2406,-1545,3455,130,23.822,0.896,22.926
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-H,28,-46,52,106,859,-1298,1833,-869,12.639,-5.992,18.631
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-J,-20,-45,16,-615,-783,-817,122,-1520,0.841,-10.48,11.321
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300C-K,-34,-36,-10,-976,-1319,-336,-770,-1524,-5.309,-10.508,5.199
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,O300C-8,87,179,134,6786,4659,589,6939,4507,47.844,31.076,16.768
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-C,20,131,83,4677,2016,633,4820,1873,33.234,12.914,20.32
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-0,-35,86,35,2691,-248,684,2843,-399,19.602,-2.751,22.353
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-E,-70,45,-3,1006,-1794,640,1145,-1933,7.895,-13.328,21.223
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-F,-113,-33,-63,-1975,-3985,399,-1899,-4062,-13.094,-28.007,14.913
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-G,-84,-77,-86,-3480,-3553,127,-3385,-3648,-23.34,-25.153,1.813
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-M,-57,-72,-80,-3279,-2695,114,-2673,-3301,-18.43,-22.76,4.33
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-J,-24,-31,-58,-1927,-1291,361,-1128,-2090,-7.778,-14.411,6.633
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,C300C-K,-12,5,-36,-666,-556,538,-70,-1152,-0.483,-7.943,7.46
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300C-L,2,19,-9,238,129,374,561,-194,3.868,-1.338,5.206
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-A,-321,-163,204,1251,-9262,-4900,3181,-11190,21.933,-77.155,99.088
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-C,48,63,147,4553,2806,-1121,5100,2258,35.165,15.569,19.596
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-0,114,86,98,3916,4596,-171,4637,3876,31.972,26.725,5.247
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-E,113,75,54,2717,4194,279,4245,2666,29.269,18.382,10.887
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-F,62,22,-10,182,1922,431,2023,82,13.949,0.565,13.384
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-G,48,-5,-3,-220,1374,-25,1374,-220,9.474,-1.517,10.991
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-H,48,-5,-4,-241,1382,-13,1382,-241,9.529,-1.662,11.191
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I300N-J,42,-7,-7,-339,1167,0,1167,-339,8.046,-2.337,10.383
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-A,349,285,296,12390,14180,-146,14190,12380,97.84,85.36,12.48
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-B,137,244,168,8914,6794,1013,9321,6388,64.268,44.045,20.223
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-C,35,167,66,5089,2582,1349,5677,1994,39.143,13.749,25.394
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-E,-15,52,-17,790,-219,912,1327,-757,9.15,-5.22,14.37
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-F,35,-5,-22,-633,851,234,887,-670,6.116,-4.62,10.736
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-G,67,6,7,208,2087,-6,2087,208,14.39,1.434,12.956
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0300N-J,57,14,15,563,1894,-13,1894,563,13.059,3.882,9.177
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-A,-249,101,-18,2101,-6840,1589,2375,-7114,16.376,-49.051,65.427
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-8,-144,68,-21,1203,-3959,1190,1464,-4220,10.094,-29.097,39.191
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-C,-46,58,-10,1105,-1051,918,1443,-1389,9.949,-9.577,19.526
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-D,18,48,-10,805,783,766,1560,28,10.756,0.193,10.563
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-E,58,0,-10,-294,1651,139,1661,-3,11.453,-0.021,11.474
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-F,81,-11,-18,-715,2209,89,2212,-718,15.252,-4.951,20.203
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-G,48,-29,-12,-951,1155,-215,1176,-973,8.109,-6.709,14.818
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-H,28,-28,1,-605,645,-386,755,-714,5.206,-4.923,10.129
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-J,0,-14,23,209,63,-494,635,-364,4.378,-2.51,6.888
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-K,2,-11,31,436,202,-557,888,-250,6.123,-1.724,7.847
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330C-L,-7,-7,27,456,-63,-450,716,-322,4.937,-2.22,7.157
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-A,182,258,200,9889,8427,772,10220,8094,70.467,55.808,14.659
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-B,106,214,174,8416,5704,526,8514,5606,58.704,38.653,20.051
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-C,52,170,131,6544,3517,519,6630,3430,45.714,23.65,22.064
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-D,-2,136,90,4984,1438,614,5087,1335,35.075,9.205,25.87
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-E,-20,105,57,3594,479,646,3722,351,25.663,2.42,23.243
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,Q330C-F,-21,38,6,984,-346,431,1111,-473,7.66,-3.261,10.921
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-G,0,-4,-9,-272,-81,63,-62,-291,-0.427,-2.006,1.579
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-H,12,-14,-12,-588,180,-32,182,-589,1.255,-4.061,5.316
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-J,5,-26,-15,-893,-125,-146,-99,-920,-0.683,-6.343,5.66
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,0330C-K,-8,-41,-22,-1381,-642,-247,-567,-1456,-3.909,-10.039,6.13
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330N-B,-100,40,188,5133,-1454,-1969,5677,-1998,39.143,-13.776,52.919
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330N-C,53,78,150,4955,3069,-962,5359,2665,36.95,18.375,18.575
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330N-D,110,79,101,3827,4441,-291,4557,3711,31.421,25.587,5.834
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330N-E,115,60,61,2526,4222,-13,4222,2526,29.111,17.417,11.694
Model1,ORNL-4553,254,2.54,127.0,1.27,0.5,100,M_inplane_nozzle,nozzle,moment,I330N-F,85,8,-11,-167,2502,247,2525,-189,17.41,-1.303,18.713
